loss,learning_rate
1.1089498102664948,4.000001142473995e-05
1.1033173402150471,4.0000045698959045e-05
1.1066833063960075,4.0000102822655985e-05
1.1105778217315674,4.000018279582773e-05
1.1143526881933212,4.0000285618470494e-05
1.1178133462866147,4.000041129057961e-05
1.1208816121021907,4.000055981214911e-05
1.1235315303007762,4.000073118317162e-05
1.1257672508557637,4.000092540363913e-05
1.1276217848062515,4.0001142473542416e-05
1.1291267176469166,4.000138239287107e-05
1.1303259034951527,4.000164516161392e-05
1.131256063779195,4.0001930779758185e-05
1.1319550201296806,4.000223924729041e-05
1.1324527189135551,4.000257056419585e-05
1.132776563366254,4.0002924730458684e-05
1.1329527124762535,4.00033017460621e-05
1.1330028797189395,4.000370161098832e-05
1.1329467669129372,4.000412432521793e-05
1.1328045626481373,4.00045698887311e-05
1.1325888534386952,4.000503830150668e-05
1.1323001086711884,4.0005529563522124e-05
1.1319658209880192,4.0006043674754225e-05
1.1315288568536441,4.0006580635178375e-05
1.131053976714611,4.00071404447692e-05
1.1305807481209438,4.000772310349982e-05
1.1300949826836586,4.0008328611342795e-05
1.1295933698614438,4.0008956968268965e-05
1.1290775313973427,4.0009608174248514e-05
1.1285491461555164,4.001028222925065e-05
1.1280116612712543,4.001097913324306e-05
1.1274667580922444,4.0011698886192795e-05
1.126918097337087,4.001244148806526e-05
1.1263671293854713,4.0013206938825435e-05
1.1258180439472198,4.001399523843668e-05
1.1252712334195774,4.001480638686158e-05
1.1247267027695973,4.001564038406133e-05
1.1241855372985203,4.0016497229996575e-05
1.1236492345730464,4.0017376924626215e-05
1.1231180677811305,4.0018279467908514e-05
1.1225929657618205,4.001920485980032e-05
1.12207426627477,4.002015310025804e-05
1.121562401453654,4.0021124189236045e-05
1.1210575352112453,4.0022118126688245e-05
1.1205600996812184,4.002313491256748e-05
1.1200698018074036,4.0024174546825176e-05
1.1195874412854512,4.0025237029412005e-05
1.1191134949525197,4.0026322360277116e-05
1.1186479528745015,4.0027430539369226e-05
1.1181906685233116,4.002856156663532e-05
1.1177422379453976,4.002971544202162e-05
1.1173024947444599,4.003089216547315e-05
1.1168712427218754,4.003209173693398e-05
1.1164481416344643,4.003331415634685e-05
1.1160332560539246,4.0034559423653767e-05
1.1156275421380997,4.003582753879531e-05
